University ID,University Name,Location (State),Tier,Type,Department,Entrance Exam Cut-off,Average GPA,Average Salary (INR),Percentage Placed,Faculty Members,Faculty with PhD (%),Student-to-Faculty Ratio
251,University 251,Delhi,Tier 3,Private,Electrical Engineering,8095,6.66,1348870,68.11,157,63.4,12.04
251,University 251,Delhi,Tier 2,Government,Mechanical Engineering,2164,9.11,949179,79.56,28,32.28,18.5
252,University 252,Delhi,Tier 2,Private,Computer Science,8111,8.19,1631711,74.78,114,50.72,17.91
252,University 252,Tamil Nadu,Tier 1,Private,Electrical Engineering,1769,8.53,973616,79.96,175,43.37,13.62
252,University 252,Tamil Nadu,Tier 2,Government,Mechanical Engineering,9420,6.35,1506117,91.31,66,20.13,19.58
253,University 253,Maharashtra,Tier 2,Private,Computer Science,5939,6.73,1402491,84.44,170,73.64,17.83
253,University 253,Uttar Pradesh,Tier 3,Private,Electrical Engineering,4867,7.69,831661,76.09,43,60.91,23.33
253,University 253,Delhi,Tier 3,Private,Mechanical Engineering,7404,6.37,1866049,66.14,122,53.94,10.23
254,University 254,Delhi,Tier 2,Government,Computer Science,3983,6.67,397469,75.17,72,27.28,24.79
254,University 254,Uttar Pradesh,Tier 1,Government,Electrical Engineering,2220,7.94,1082046,75.35,167,29.55,15.31
254,University 254,Tamil Nadu,Tier 3,Government,Mechanical Engineering,2724,6.75,1882369,81.77,77,50.02,16.23
255,University 255,Maharashtra,Tier 1,Private,Computer Science,1792,8.52,1151563,82.27,58,30.44,15.06
255,University 255,Uttar Pradesh,Tier 3,Private,Electrical Engineering,8314,8.17,1415770,93.45,180,72.97,17.09
255,University 255,Tamil Nadu,Tier 1,Government,Mechanical Engineering,6578,9.16,609963,99.26,126,40.46,23.49
256,University 256,Tamil Nadu,Tier 2,Private,Computer Science,5808,8.33,805180,81.98,120,57.32,19.1
256,University 256,Karnataka,Tier 3,Private,Electrical Engineering,1748,7.97,1281226,75.36,59,28.5,11.54
256,University 256,Maharashtra,Tier 2,Private,Mechanical Engineering,5232,6.5,1479042,98.58,73,72.09,23.22
257,University 257,Karnataka,Tier 2,Government,Computer Science,3989,8.54,882933,91.32,27,21.3,19.47
257,University 257,Delhi,Tier 3,Private,Electrical Engineering,2831,7.27,372782,92.35,36,73.32,17.26
257,University 257,Delhi,Tier 1,Government,Mechanical Engineering,8280,8.53,464244,72.58,29,61.1,20.62
258,University 258,Delhi,Tier 1,Private,Computer Science,7382,6.29,1218472,98.03,158,48.0,10.79
258,University 258,Maharashtra,Tier 1,Government,Electrical Engineering,2469,7.88,834580,69.72,75,30.09,12.85
258,University 258,Karnataka,Tier 1,Private,Mechanical Engineering,1779,6.87,1236780,86.88,121,69.47,16.27
259,University 259,Delhi,Tier 3,Private,Computer Science,4641,8.48,444378,67.01,26,22.25,18.54
259,University 259,Uttar Pradesh,Tier 2,Private,Electrical Engineering,9281,7.89,1146056,96.79,96,60.42,10.97
259,University 259,Karnataka,Tier 1,Private,Mechanical Engineering,7284,8.2,636497,83.29,174,57.93,17.55
260,University 260,Maharashtra,Tier 2,Private,Computer Science,2736,6.67,721743,87.1,172,22.37,21.12
260,University 260,Delhi,Tier 2,Government,Electrical Engineering,1667,8.42,678226,69.87,90,57.71,18.36
260,University 260,Delhi,Tier 3,Government,Mechanical Engineering,4190,7.98,1380701,85.95,71,65.01,20.4
261,University 261,Uttar Pradesh,Tier 2,Private,Computer Science,7895,7.55,1546715,94.28,132,52.93,21.94
261,University 261,Uttar Pradesh,Tier 1,Private,Electrical Engineering,3423,7.15,877701,76.55,112,76.44,10.72
261,University 261,Karnataka,Tier 3,Government,Mechanical Engineering,7222,6.7,1072783,75.42,108,64.12,21.96
262,University 262,Uttar Pradesh,Tier 3,Private,Computer Science,1225,6.92,451733,64.12,163,66.01,14.02
262,University 262,Uttar Pradesh,Tier 2,Government,Electrical Engineering,1393,9.09,538411,63.02,89,53.73,18.29
262,University 262,Maharashtra,Tier 2,Government,Mechanical Engineering,3268,7.85,1617933,88.55,27,63.37,10.49
263,University 263,Delhi,Tier 2,Private,Computer Science,2909,7.69,836350,71.53,191,70.47,24.95
263,University 263,Maharashtra,Tier 2,Private,Electrical Engineering,7166,9.17,1692262,62.5,150,33.82,20.28
263,University 263,Maharashtra,Tier 2,Government,Mechanical Engineering,5607,6.19,450635,74.26,81,76.04,21.5
264,University 264,Uttar Pradesh,Tier 3,Private,Computer Science,1837,9.39,689821,86.0,120,57.32,18.1
264,University 264,Karnataka,Tier 1,Private,Electrical Engineering,5418,7.69,372178,76.23,66,31.69,17.37
264,University 264,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,5784,6.97,1882828,71.96,129,34.29,15.83
265,University 265,Delhi,Tier 1,Private,Computer Science,9728,6.51,1971401,91.22,113,56.46,24.75
265,University 265,Tamil Nadu,Tier 1,Private,Electrical Engineering,9226,8.83,499899,96.61,42,40.93,23.85
265,University 265,Maharashtra,Tier 2,Government,Mechanical Engineering,8869,8.96,781153,68.38,76,29.34,13.38
266,University 266,Tamil Nadu,Tier 1,Private,Computer Science,8756,9.18,1495412,60.99,38,24.8,15.39
266,University 266,Delhi,Tier 2,Government,Electrical Engineering,4581,6.4,1627676,68.82,122,72.08,17.5
266,University 266,Tamil Nadu,Tier 3,Private,Mechanical Engineering,6906,8.18,1759525,92.2,184,40.18,17.79
267,University 267,Maharashtra,Tier 1,Government,Computer Science,6246,8.35,1990129,89.74,158,40.05,17.83
267,University 267,Karnataka,Tier 1,Private,Electrical Engineering,3513,6.09,538366,74.65,129,65.3,24.33
267,University 267,Delhi,Tier 1,Private,Mechanical Engineering,8320,7.41,1170229,66.19,183,69.12,11.75
268,University 268,Delhi,Tier 3,Government,Computer Science,1665,7.97,322995,78.09,75,72.88,11.17
268,University 268,Karnataka,Tier 1,Private,Electrical Engineering,1519,7.99,1851832,86.48,85,64.37,11.3
268,University 268,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,7256,7.65,1675520,71.48,96,67.43,16.81
269,University 269,Tamil Nadu,Tier 3,Government,Computer Science,5798,6.41,493691,90.76,190,54.9,18.0
269,University 269,Maharashtra,Tier 3,Private,Electrical Engineering,5543,8.82,1747544,78.99,93,27.74,18.05
269,University 269,Karnataka,Tier 3,Government,Mechanical Engineering,1022,6.3,1390284,62.28,84,26.11,20.93
270,University 270,Maharashtra,Tier 1,Government,Computer Science,8001,6.7,463543,64.53,125,66.03,24.59
270,University 270,Uttar Pradesh,Tier 2,Government,Electrical Engineering,4241,8.6,829862,76.48,71,52.96,23.95
270,University 270,Maharashtra,Tier 2,Private,Mechanical Engineering,6783,7.6,1648894,83.49,29,46.99,21.35
271,University 271,Tamil Nadu,Tier 3,Government,Computer Science,2079,6.94,1952332,95.94,157,31.37,23.38
271,University 271,Uttar Pradesh,Tier 3,Government,Electrical Engineering,4985,7.53,524872,67.13,123,55.13,17.82
271,University 271,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,5864,8.83,1859764,89.86,168,65.41,14.98
272,University 272,Karnataka,Tier 2,Government,Computer Science,2309,6.98,1884919,92.31,43,69.84,18.57
272,University 272,Delhi,Tier 2,Private,Electrical Engineering,1421,8.29,1491408,90.09,182,38.56,20.41
272,University 272,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,2308,7.9,817257,91.61,161,44.92,14.25
273,University 273,Uttar Pradesh,Tier 2,Government,Computer Science,5480,7.24,1437273,75.3,100,54.27,21.18
273,University 273,Karnataka,Tier 3,Government,Electrical Engineering,1109,8.86,1306152,70.69,119,33.64,15.09
273,University 273,Maharashtra,Tier 1,Private,Mechanical Engineering,1145,8.88,709898,60.5,153,25.36,16.57
274,University 274,Delhi,Tier 1,Government,Computer Science,1486,8.9,303196,83.84,81,21.04,18.25
274,University 274,Uttar Pradesh,Tier 2,Government,Electrical Engineering,7843,6.78,1801688,76.67,151,59.87,20.63
274,University 274,Delhi,Tier 2,Government,Mechanical Engineering,9023,9.28,1105408,90.57,47,58.36,22.8
275,University 275,Uttar Pradesh,Tier 1,Private,Computer Science,3440,6.26,971502,99.99,88,37.24,18.37
275,University 275,Maharashtra,Tier 3,Government,Electrical Engineering,5663,6.0,1865976,67.02,153,54.34,24.99
275,University 275,Karnataka,Tier 1,Government,Mechanical Engineering,5320,6.56,304677,62.58,188,52.64,18.4
276,University 276,Karnataka,Tier 1,Government,Computer Science,2689,7.01,766516,94.8,70,37.24,21.05
276,University 276,Delhi,Tier 3,Private,Electrical Engineering,6641,6.19,449457,77.04,40,50.19,14.74
276,University 276,Delhi,Tier 2,Government,Mechanical Engineering,7523,9.02,1668608,82.02,80,39.98,11.87
277,University 277,Delhi,Tier 1,Government,Computer Science,9974,7.0,1097406,99.93,128,25.88,17.9
277,University 277,Delhi,Tier 2,Government,Electrical Engineering,6087,7.63,924762,91.54,100,64.37,16.39
277,University 277,Delhi,Tier 1,Government,Mechanical Engineering,3756,6.35,1642942,60.51,39,68.45,17.63
278,University 278,Maharashtra,Tier 2,Private,Computer Science,9984,8.09,1783733,79.29,53,78.51,24.49
278,University 278,Uttar Pradesh,Tier 2,Private,Electrical Engineering,1583,9.26,912236,75.5,191,75.11,23.56
278,University 278,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,6285,8.17,1224276,71.55,167,74.88,12.5
279,University 279,Uttar Pradesh,Tier 2,Private,Computer Science,4272,7.16,508542,76.65,87,50.45,16.02
279,University 279,Karnataka,Tier 2,Government,Electrical Engineering,5240,8.41,1976466,60.78,82,50.49,21.03
279,University 279,Maharashtra,Tier 3,Private,Mechanical Engineering,2734,6.25,1649397,94.91,178,24.66,17.99
280,University 280,Delhi,Tier 1,Private,Computer Science,3191,6.53,1604140,80.12,50,57.2,15.1
280,University 280,Tamil Nadu,Tier 1,Private,Electrical Engineering,4167,7.7,617817,70.62,124,20.59,11.13
280,University 280,Karnataka,Tier 3,Private,Mechanical Engineering,3185,6.02,892141,68.27,64,70.52,17.24
281,University 281,Tamil Nadu,Tier 1,Government,Computer Science,6404,9.26,1445070,90.24,196,73.77,22.1
281,University 281,Uttar Pradesh,Tier 2,Private,Electrical Engineering,9444,6.7,1102523,85.15,22,35.75,10.79
281,University 281,Maharashtra,Tier 1,Private,Mechanical Engineering,3568,7.69,536436,62.79,158,75.62,19.73
282,University 282,Tamil Nadu,Tier 3,Private,Computer Science,1869,7.44,1712011,94.64,110,32.62,18.49
282,University 282,Karnataka,Tier 3,Government,Electrical Engineering,7524,7.41,1280043,71.27,67,58.29,14.81
282,University 282,Delhi,Tier 3,Private,Mechanical Engineering,3873,6.45,1837746,77.83,96,39.04,21.49
283,University 283,Uttar Pradesh,Tier 2,Private,Computer Science,8737,8.08,668781,86.92,103,24.34,14.36
283,University 283,Delhi,Tier 2,Government,Electrical Engineering,4374,6.07,1527201,69.72,62,46.81,10.11
283,University 283,Karnataka,Tier 2,Private,Mechanical Engineering,8226,8.37,726941,98.24,70,39.14,24.53
284,University 284,Karnataka,Tier 3,Private,Computer Science,6374,7.48,1948406,93.7,64,59.63,17.06
284,University 284,Karnataka,Tier 2,Private,Electrical Engineering,1941,7.45,1280213,71.7,176,64.92,22.42
284,University 284,Maharashtra,Tier 3,Private,Mechanical Engineering,9853,7.88,1381159,74.11,92,70.55,14.55
285,University 285,Delhi,Tier 1,Private,Computer Science,1271,7.29,844748,97.88,34,40.93,20.41
285,University 285,Karnataka,Tier 2,Government,Electrical Engineering,9529,9.19,469446,84.86,76,31.21,22.47
285,University 285,Tamil Nadu,Tier 1,Private,Mechanical Engineering,5366,7.87,1335108,64.05,177,32.49,13.76
286,University 286,Uttar Pradesh,Tier 1,Government,Computer Science,3689,8.48,564954,94.63,28,74.15,11.1
286,University 286,Karnataka,Tier 1,Private,Electrical Engineering,4683,8.86,813214,94.35,160,56.23,17.4
286,University 286,Tamil Nadu,Tier 2,Private,Mechanical Engineering,5512,6.01,912082,86.67,29,35.56,19.54
287,University 287,Delhi,Tier 3,Private,Computer Science,9593,9.49,1862607,81.51,103,35.96,18.86
287,University 287,Tamil Nadu,Tier 1,Private,Electrical Engineering,7449,9.26,1357880,87.53,115,21.22,13.08
287,University 287,Maharashtra,Tier 3,Private,Mechanical Engineering,9808,9.25,1730024,79.62,197,73.27,16.83
288,University 288,Maharashtra,Tier 2,Private,Computer Science,2423,6.05,532366,87.08,33,58.03,16.75
288,University 288,Tamil Nadu,Tier 2,Private,Electrical Engineering,2306,9.24,1411766,74.6,42,57.39,11.12
288,University 288,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,9515,8.01,1148607,94.98,109,64.3,15.03
289,University 289,Karnataka,Tier 3,Government,Computer Science,2019,7.04,1300850,60.73,107,51.45,14.25
289,University 289,Uttar Pradesh,Tier 1,Government,Electrical Engineering,4003,7.69,922207,87.57,36,22.59,14.64
289,University 289,Delhi,Tier 2,Government,Mechanical Engineering,8377,8.29,468678,95.59,123,39.29,24.97
290,University 290,Uttar Pradesh,Tier 2,Private,Computer Science,4406,6.23,1843225,86.56,29,72.89,16.24
290,University 290,Delhi,Tier 3,Government,Electrical Engineering,6873,8.41,1370804,80.68,75,38.66,14.9
290,University 290,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,1446,8.71,1024135,81.36,171,55.04,11.24
291,University 291,Maharashtra,Tier 2,Government,Computer Science,8741,6.6,1940913,71.31,109,53.25,17.91
291,University 291,Uttar Pradesh,Tier 3,Government,Electrical Engineering,1364,8.19,764710,89.45,150,59.37,17.07
291,University 291,Karnataka,Tier 2,Private,Mechanical Engineering,4960,8.52,1999703,95.65,128,24.63,14.59
292,University 292,Tamil Nadu,Tier 1,Private,Computer Science,5830,6.98,972225,70.81,97,50.51,14.78
292,University 292,Karnataka,Tier 1,Government,Electrical Engineering,1865,6.25,1517745,85.17,198,62.67,10.78
292,University 292,Tamil Nadu,Tier 2,Private,Mechanical Engineering,2879,9.17,784427,73.85,168,64.98,11.45
293,University 293,Uttar Pradesh,Tier 1,Private,Computer Science,6392,9.44,1583644,72.59,93,48.68,17.07
293,University 293,Uttar Pradesh,Tier 1,Government,Electrical Engineering,7576,6.89,1675330,64.52,165,50.3,12.65
293,University 293,Tamil Nadu,Tier 3,Private,Mechanical Engineering,8986,7.63,477265,89.37,194,28.13,17.78
294,University 294,Maharashtra,Tier 1,Government,Computer Science,5893,7.72,879294,76.27,50,45.22,24.15
294,University 294,Uttar Pradesh,Tier 1,Government,Electrical Engineering,8727,6.25,1391589,65.9,119,26.21,11.61
294,University 294,Maharashtra,Tier 3,Government,Mechanical Engineering,4118,9.31,672333,77.55,143,38.14,23.43
295,University 295,Delhi,Tier 1,Private,Computer Science,8939,7.99,378097,82.46,180,46.54,10.69
295,University 295,Maharashtra,Tier 3,Government,Electrical Engineering,3107,6.5,646997,94.75,162,78.09,21.69
295,University 295,Karnataka,Tier 2,Private,Mechanical Engineering,2690,8.89,1752765,86.74,45,30.15,14.84
296,University 296,Maharashtra,Tier 1,Government,Computer Science,5490,7.12,694813,70.16,75,22.63,20.81
296,University 296,Delhi,Tier 1,Government,Electrical Engineering,3506,6.67,435797,76.35,75,64.69,11.19
296,University 296,Tamil Nadu,Tier 2,Private,Mechanical Engineering,9831,7.24,1058201,98.56,83,21.41,16.45
297,University 297,Uttar Pradesh,Tier 1,Private,Computer Science,4988,6.33,660704,99.7,52,54.22,10.8
297,University 297,Tamil Nadu,Tier 1,Government,Electrical Engineering,2832,7.76,1605927,97.99,75,70.55,20.84
297,University 297,Maharashtra,Tier 1,Government,Mechanical Engineering,1256,6.56,1322697,95.83,166,49.25,15.46
298,University 298,Uttar Pradesh,Tier 1,Private,Computer Science,4216,7.51,1549699,74.94,68,22.44,23.71
298,University 298,Tamil Nadu,Tier 3,Government,Electrical Engineering,1976,6.11,594957,77.67,180,38.2,15.44
298,University 298,Delhi,Tier 2,Private,Mechanical Engineering,5183,9.32,1993397,69.3,145,48.94,20.54
299,University 299,Tamil Nadu,Tier 3,Private,Computer Science,3108,8.58,1046714,63.91,178,32.91,22.92
299,University 299,Delhi,Tier 3,Government,Electrical Engineering,4900,7.23,1034665,91.34,23,36.11,19.81
299,University 299,Tamil Nadu,Tier 2,Private,Mechanical Engineering,1382,7.49,1397034,70.71,124,57.17,20.13
300,University 300,Tamil Nadu,Tier 3,Government,Computer Science,8714,7.74,419119,99.4,140,65.63,24.77
300,University 300,Delhi,Tier 2,Private,Electrical Engineering,3422,9.06,1983959,70.79,191,52.44,22.74
300,University 300,Maharashtra,Tier 2,Government,Mechanical Engineering,7604,7.8,1295791,96.04,21,51.15,14.47
301,University 301,Uttar Pradesh,Tier 1,Government,Computer Science,3022,6.57,345708,83.55,156,61.03,17.53
301,University 301,Uttar Pradesh,Tier 1,Government,Electrical Engineering,5865,8.41,1257642,71.32,99,21.45,15.23
301,University 301,Delhi,Tier 2,Private,Mechanical Engineering,3666,8.84,994096,95.8,153,61.38,14.52
302,University 302,Maharashtra,Tier 3,Private,Computer Science,5118,7.64,429789,74.54,78,60.18,24.56
302,University 302,Maharashtra,Tier 1,Government,Electrical Engineering,7083,7.56,1335211,80.65,40,61.27,22.96
302,University 302,Tamil Nadu,Tier 1,Government,Mechanical Engineering,1671,8.5,335790,87.6,47,44.95,17.04
303,University 303,Karnataka,Tier 3,Government,Computer Science,7763,7.08,987790,95.51,42,37.17,16.9
303,University 303,Delhi,Tier 2,Government,Electrical Engineering,5608,9.14,1405700,94.43,108,36.78,11.91
303,University 303,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,6901,8.64,613760,73.59,150,70.54,21.41
304,University 304,Karnataka,Tier 1,Government,Computer Science,8338,6.68,442617,77.49,57,56.24,23.07
304,University 304,Karnataka,Tier 3,Government,Electrical Engineering,4218,9.49,1744629,74.69,142,42.1,15.6
304,University 304,Delhi,Tier 2,Government,Mechanical Engineering,5150,8.92,981376,71.66,88,22.3,23.06
305,University 305,Maharashtra,Tier 2,Government,Computer Science,7860,8.99,423351,60.51,96,46.8,15.14
305,University 305,Uttar Pradesh,Tier 1,Private,Electrical Engineering,5562,7.74,1701823,69.98,88,77.47,23.26
305,University 305,Delhi,Tier 1,Government,Mechanical Engineering,7429,6.95,1694271,63.13,26,50.22,23.01
306,University 306,Delhi,Tier 3,Private,Computer Science,1929,9.4,1846360,65.19,141,76.78,16.22
306,University 306,Uttar Pradesh,Tier 1,Government,Electrical Engineering,7343,8.93,1873780,79.75,146,66.18,17.32
306,University 306,Karnataka,Tier 2,Private,Mechanical Engineering,5928,8.75,1285730,72.98,156,59.47,24.39
307,University 307,Uttar Pradesh,Tier 2,Government,Computer Science,9578,8.53,797393,81.9,160,45.65,14.08
307,University 307,Delhi,Tier 3,Government,Electrical Engineering,6013,7.75,775551,79.69,104,67.34,15.26
307,University 307,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,7616,9.06,1582322,83.64,89,47.54,13.58
308,University 308,Karnataka,Tier 2,Private,Computer Science,6969,7.43,1797827,94.22,184,46.98,12.83
308,University 308,Delhi,Tier 2,Private,Electrical Engineering,6591,6.1,754623,73.98,50,50.02,23.41
308,University 308,Maharashtra,Tier 2,Private,Mechanical Engineering,3389,6.33,1264211,81.69,33,62.4,14.47
309,University 309,Karnataka,Tier 3,Private,Computer Science,7780,7.71,630810,88.22,38,43.66,10.02
309,University 309,Maharashtra,Tier 3,Government,Electrical Engineering,5088,7.34,1203057,92.99,52,24.45,12.88
309,University 309,Delhi,Tier 3,Private,Mechanical Engineering,8953,9.49,1259296,99.61,155,20.71,24.96
310,University 310,Delhi,Tier 3,Private,Computer Science,4409,8.75,487486,96.16,165,70.44,22.71
310,University 310,Maharashtra,Tier 3,Private,Electrical Engineering,3484,6.63,560440,93.62,169,34.72,16.73
310,University 310,Karnataka,Tier 1,Government,Mechanical Engineering,8743,9.37,458988,94.44,24,25.54,20.94
311,University 311,Maharashtra,Tier 1,Private,Computer Science,6559,9.11,320968,76.24,48,65.04,17.33
311,University 311,Maharashtra,Tier 2,Private,Electrical Engineering,3114,8.93,1974262,96.88,170,53.42,23.41
311,University 311,Delhi,Tier 1,Private,Mechanical Engineering,1694,6.92,1017116,90.24,137,32.01,14.79
312,University 312,Uttar Pradesh,Tier 2,Government,Computer Science,5218,6.26,1612588,92.48,31,62.98,20.04
312,University 312,Delhi,Tier 1,Government,Electrical Engineering,1253,6.13,1892023,93.67,88,50.02,15.36
312,University 312,Maharashtra,Tier 3,Private,Mechanical Engineering,9457,9.05,510126,90.6,51,53.68,23.24
313,University 313,Tamil Nadu,Tier 2,Private,Computer Science,6539,8.02,1553790,80.91,24,24.41,10.8
313,University 313,Tamil Nadu,Tier 3,Government,Electrical Engineering,3787,8.15,307399,89.58,49,66.09,21.21
313,University 313,Maharashtra,Tier 2,Private,Mechanical Engineering,2472,7.99,600763,95.24,166,72.95,18.74
314,University 314,Maharashtra,Tier 1,Government,Computer Science,5722,8.96,734895,73.76,103,62.68,11.5
314,University 314,Tamil Nadu,Tier 3,Private,Electrical Engineering,4523,8.79,1899826,82.17,151,48.77,10.24
314,University 314,Maharashtra,Tier 1,Government,Mechanical Engineering,1502,6.83,331541,83.27,114,77.25,13.35
315,University 315,Uttar Pradesh,Tier 2,Government,Computer Science,4772,9.45,1792273,76.3,20,20.32,21.22
315,University 315,Delhi,Tier 2,Private,Electrical Engineering,2573,6.34,1400362,88.3,198,52.54,17.91
315,University 315,Karnataka,Tier 3,Private,Mechanical Engineering,2160,8.84,1039663,94.98,109,32.52,19.98
316,University 316,Karnataka,Tier 1,Private,Computer Science,9370,7.62,1629064,77.79,135,64.5,14.54
316,University 316,Maharashtra,Tier 1,Private,Electrical Engineering,6283,6.45,572859,80.78,189,64.9,13.93
316,University 316,Delhi,Tier 2,Private,Mechanical Engineering,2361,6.69,628206,63.24,32,43.49,20.7
317,University 317,Maharashtra,Tier 3,Government,Computer Science,9625,6.99,709142,93.62,32,63.14,17.56
317,University 317,Delhi,Tier 2,Government,Electrical Engineering,9988,7.14,1291993,69.19,120,68.2,23.46
317,University 317,Delhi,Tier 2,Private,Mechanical Engineering,9007,7.01,1465995,60.52,59,37.62,15.99
318,University 318,Delhi,Tier 1,Government,Computer Science,1768,7.37,652699,98.19,22,76.04,13.05
318,University 318,Karnataka,Tier 2,Private,Electrical Engineering,6558,8.38,536502,70.54,163,68.04,16.81
318,University 318,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,9011,7.33,1252155,69.9,37,35.42,10.31
319,University 319,Maharashtra,Tier 3,Government,Computer Science,9050,6.36,1828032,78.38,50,50.96,13.8
319,University 319,Maharashtra,Tier 3,Government,Electrical Engineering,3015,9.34,1292934,88.61,73,47.1,22.85
319,University 319,Tamil Nadu,Tier 3,Government,Mechanical Engineering,4883,7.96,1717240,76.21,103,44.81,13.09
320,University 320,Delhi,Tier 3,Government,Computer Science,7884,9.17,1031455,75.32,124,54.1,16.59
320,University 320,Tamil Nadu,Tier 3,Private,Electrical Engineering,5023,8.87,1516383,69.14,163,22.0,23.69
320,University 320,Maharashtra,Tier 2,Private,Mechanical Engineering,1232,6.88,843803,71.83,184,45.27,16.16
321,University 321,Delhi,Tier 1,Government,Computer Science,1889,7.01,1824457,60.37,191,44.14,15.62
321,University 321,Karnataka,Tier 2,Private,Electrical Engineering,8624,6.03,1763559,91.06,154,76.41,23.38
321,University 321,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,8388,8.29,1722771,68.97,153,23.24,16.86
322,University 322,Maharashtra,Tier 3,Government,Computer Science,8372,8.88,671087,75.35,165,39.0,16.0
322,University 322,Maharashtra,Tier 1,Government,Electrical Engineering,9051,8.48,736770,93.95,144,78.96,15.99
322,University 322,Delhi,Tier 3,Private,Mechanical Engineering,9498,8.74,1187766,92.13,191,22.68,14.64
323,University 323,Maharashtra,Tier 3,Government,Computer Science,7747,7.72,1500362,86.77,158,52.25,10.74
323,University 323,Maharashtra,Tier 1,Private,Electrical Engineering,9904,8.38,1035062,78.91,112,44.66,19.72
323,University 323,Karnataka,Tier 3,Private,Mechanical Engineering,2909,6.28,922672,70.43,148,26.35,19.43
324,University 324,Maharashtra,Tier 2,Private,Computer Science,7852,7.13,1898459,73.49,153,46.71,11.7
324,University 324,Delhi,Tier 1,Government,Electrical Engineering,9655,6.17,1449167,85.64,124,32.57,12.18
324,University 324,Karnataka,Tier 1,Private,Mechanical Engineering,1493,8.76,572028,73.83,166,23.8,19.05
325,University 325,Tamil Nadu,Tier 2,Government,Computer Science,1207,8.34,432955,99.99,190,22.32,23.18
325,University 325,Delhi,Tier 3,Private,Electrical Engineering,6724,6.45,1500182,71.0,177,56.25,24.04
325,University 325,Delhi,Tier 3,Private,Mechanical Engineering,4186,6.91,1901794,96.23,62,74.89,15.28
326,University 326,Maharashtra,Tier 1,Government,Computer Science,3409,6.95,465301,68.01,110,46.83,14.65
326,University 326,Uttar Pradesh,Tier 1,Government,Electrical Engineering,4932,7.59,1149333,86.39,114,59.29,13.43
326,University 326,Karnataka,Tier 3,Private,Mechanical Engineering,9104,9.36,500015,70.38,106,74.51,11.57
327,University 327,Uttar Pradesh,Tier 2,Government,Computer Science,7364,9.47,1975255,82.74,199,65.39,13.86
327,University 327,Tamil Nadu,Tier 2,Government,Electrical Engineering,5867,8.95,1949379,68.85,147,66.33,17.1
327,University 327,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,7857,6.87,451967,92.05,48,47.27,21.18
328,University 328,Uttar Pradesh,Tier 1,Private,Computer Science,9252,8.72,1847334,92.24,127,58.53,13.68
328,University 328,Delhi,Tier 1,Government,Electrical Engineering,9724,6.35,1954865,70.76,29,52.01,10.79
328,University 328,Maharashtra,Tier 2,Private,Mechanical Engineering,1025,8.47,1600987,89.77,66,36.28,17.07
329,University 329,Karnataka,Tier 3,Private,Computer Science,1760,6.39,1657368,98.41,31,59.15,21.61
329,University 329,Tamil Nadu,Tier 2,Private,Electrical Engineering,5228,7.68,604603,94.4,87,35.43,24.23
329,University 329,Tamil Nadu,Tier 1,Government,Mechanical Engineering,7071,6.05,1024410,69.52,35,46.95,18.56
330,University 330,Uttar Pradesh,Tier 3,Private,Computer Science,6024,8.56,1714780,73.25,60,35.0,19.14
330,University 330,Uttar Pradesh,Tier 3,Private,Electrical Engineering,2116,9.33,889306,65.67,28,64.33,23.39
330,University 330,Karnataka,Tier 3,Government,Mechanical Engineering,4397,6.18,1891189,74.9,135,55.15,24.64
331,University 331,Tamil Nadu,Tier 1,Government,Computer Science,2843,7.43,1102491,77.63,84,34.85,22.11
331,University 331,Karnataka,Tier 2,Government,Electrical Engineering,7890,8.8,1918374,98.49,76,49.69,21.13
331,University 331,Delhi,Tier 2,Private,Mechanical Engineering,3575,8.75,1488304,79.31,87,36.83,20.97
332,University 332,Karnataka,Tier 3,Private,Computer Science,8989,7.85,655734,85.16,158,79.1,10.43
332,University 332,Delhi,Tier 3,Private,Electrical Engineering,8032,9.04,1204498,80.81,21,53.67,17.13
332,University 332,Karnataka,Tier 2,Government,Mechanical Engineering,1264,8.42,1759610,71.52,144,62.21,19.67
333,University 333,Maharashtra,Tier 1,Private,Computer Science,5549,7.06,1034647,91.25,130,35.14,18.01
333,University 333,Delhi,Tier 3,Private,Electrical Engineering,5677,7.41,673519,82.88,38,27.6,16.31
333,University 333,Maharashtra,Tier 1,Government,Mechanical Engineering,2245,7.27,396950,92.23,81,46.17,12.92
334,University 334,Karnataka,Tier 2,Private,Computer Science,8058,7.04,552856,71.53,27,31.88,12.01
334,University 334,Maharashtra,Tier 3,Government,Electrical Engineering,3296,6.01,1095740,99.83,75,79.46,17.85
334,University 334,Maharashtra,Tier 1,Government,Mechanical Engineering,3939,7.28,1779995,65.41,69,40.1,13.11
335,University 335,Maharashtra,Tier 2,Private,Computer Science,3775,8.04,450943,83.09,30,61.02,10.04
